vin,sequence_index,vehicle_model,powertrain_type,assembly_hall,station_code,spindle_torque_nm,nominal_torque_nm,thermal_paste_vol_ml,weld_temperature_c,structural_adhesion_kpa,hv_insulation_mohm,actual_cycle_time_sec,target_takt_time_sec,jis_woodruff_battery_batch,quarantine_status,scrap_risk_score,timestamp
4USBM999816,29,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,43.88,45.0,324.1,176.3,787.7,537.1,63.7,64.0,WF-800V-9059,PASSED,0.13,2026-09-03T13:30:11.244203+00:00
4USBM216112,30,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,43.44,45.0,325.1,185.6,823.2,543.3,51.8,50.0,WF-800V-9489,PASSED,0.03,2026-09-03T13:31:22.244203+00:00
4USBM216112,30,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,45.26,45.0,338.5,191.2,796.9,540.7,59.0,58.0,WF-800V-9489,PASSED,0.05,2026-09-03T13:31:28.244203+00:00
4USBM216112,30,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.05,65.0,344.5,183.7,860.7,557.5,66.1,64.0,WF-800V-9489,PASSED,0.05,2026-09-03T13:31:14.244203+00:00
4USBM216112,30,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,43.58,45.0,337.5,184.4,793.8,557.9,73.4,72.0,WF-800V-9489,PASSED,0.06,2026-09-03T13:31:15.244203+00:00
4USBM216112,30,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,43.55,45.0,347.8,180.0,794.0,552.5,69.2,66.0,WF-800V-9489,PASSED,0.11,2026-09-03T13:31:11.244203+00:00
4USBM216112,30,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.56,45.0,321.4,179.1,824.9,540.6,54.6,58.0,WF-800V-9489,PASSED,0.11,2026-09-03T13:31:09.244203+00:00
4USBM216112,30,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.69,45.0,346.3,182.7,821.8,546.6,48.6,52.0,WF-800V-9489,PASSED,0.04,2026-09-03T13:31:07.244203+00:00
4USBM216112,30,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,42.43,45.0,340.7,179.2,798.1,528.7,66.0,64.0,WF-800V-9489,PASSED,0.07,2026-09-03T13:31:36.244203+00:00
4USBM199532,31,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.63,45.0,329.1,185.7,826.2,554.4,48.2,50.0,WF-800V-9695,PASSED,0.03,2026-09-03T13:32:24.244203+00:00
4USBM199532,31,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.7,45.0,335.6,196.8,850.6,551.3,57.8,58.0,WF-800V-9695,PASSED,0.03,2026-09-03T13:32:34.244203+00:00
4USBM199532,31,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,63.0,65.0,335.8,189.3,859.2,535.7,61.8,64.0,WF-800V-9695,PASSED,0.11,2026-09-03T13:32:31.244203+00:00
4USBM199532,31,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,44.95,45.0,333.3,185.0,853.9,540.9,71.4,72.0,WF-800V-9695,PASSED,0.01,2026-09-03T13:32:22.244203+00:00
4USBM199532,31,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,46.35,45.0,334.5,189.8,810.5,535.5,69.6,66.0,WF-800V-9695,PASSED,0.03,2026-09-03T13:32:24.244203+00:00
4USBM199532,31,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.34,45.0,345.8,186.0,882.9,553.3,57.6,58.0,WF-800V-9695,PASSED,0.11,2026-09-03T13:32:14.244203+00:00
4USBM199532,31,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.18,45.0,341.5,193.8,829.9,576.0,51.4,52.0,WF-800V-9695,PASSED,0.07,2026-09-03T13:32:11.244203+00:00
4USBM199532,31,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,45.19,45.0,338.8,189.1,835.5,523.9,64.1,64.0,WF-800V-9695,PASSED,0.06,2026-09-03T13:32:17.244203+00:00
4USBM711281,32,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,48.39,45.0,0.0,179.9,804.6,999.0,46.7,48.0,N/A_ICE,PASSED,0.03,2026-09-03T13:32:53.244203+00:00
4USBM711281,32,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,43.23,45.0,0.0,184.0,793.8,999.0,55.6,54.0,N/A_ICE,PASSED,0.06,2026-09-03T13:33:01.244203+00:00
4USBM711281,32,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,62.73,65.0,0.0,181.8,825.0,999.0,32.2,32.0,N/A_ICE,PASSED,0.11,2026-09-03T13:33:01.244203+00:00
4USBM711281,32,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,44.32,45.0,0.0,183.1,817.5,999.0,71.0,68.0,N/A_ICE,PASSED,0.04,2026-09-03T13:33:14.244203+00:00
4USBM711281,32,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,43.88,45.0,0.0,185.2,801.1,999.0,60.3,62.0,N/A_ICE,PASSED,0.02,2026-09-03T13:33:31.244203+00:00
4USBM711281,32,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,43.85,45.0,0.0,183.4,815.6,999.0,54.1,56.0,N/A_ICE,PASSED,0.07,2026-09-03T13:33:12.244203+00:00
4USBM711281,32,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.12,45.0,0.0,187.8,809.9,999.0,49.3,52.0,N/A_ICE,PASSED,0.04,2026-09-03T13:32:56.244203+00:00
4USBM711281,32,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,43.99,45.0,0.0,188.3,801.0,999.0,58.9,58.0,N/A_ICE,PASSED,0.05,2026-09-03T13:33:09.244203+00:00
4USBM147873,33,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.05,45.0,322.8,192.9,820.8,534.4,52.1,50.0,WF-800V-9080,PASSED,0.03,2026-09-03T13:34:14.244203+00:00
4USBM147873,33,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,47.65,45.0,340.9,174.8,817.4,536.9,55.4,58.0,WF-800V-9080,PASSED,0.03,2026-09-03T13:34:05.244203+00:00
4USBM147873,33,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.26,65.0,340.7,181.9,779.7,541.3,64.0,64.0,WF-800V-9080,PASSED,0.02,2026-09-03T13:34:22.244203+00:00
4USBM147873,33,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,44.42,45.0,334.6,181.9,806.0,558.2,70.8,72.0,WF-800V-9080,PASSED,0.1,2026-09-03T13:33:48.244203+00:00
4USBM147873,33,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,43.83,45.0,345.1,188.1,822.7,561.9,61.1,66.0,WF-800V-9080,PASSED,0.09,2026-09-03T13:33:49.244203+00:00
4USBM147873,33,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,46.06,45.0,348.7,186.0,817.9,550.6,58.9,58.0,WF-800V-9080,PASSED,0.01,2026-09-03T13:34:06.244203+00:00
4USBM147873,33,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.4,45.0,318.9,180.6,827.2,596.9,50.6,52.0,WF-800V-9080,PASSED,0.01,2026-09-03T13:34:22.244203+00:00
4USBM147873,33,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.51,45.0,330.7,187.5,879.8,540.2,64.4,64.0,WF-800V-9080,PASSED,0.02,2026-09-03T13:34:12.244203+00:00
4USBM372009,34,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,43.99,45.0,331.6,188.3,822.7,575.2,48.3,50.0,WF-800V-9822,PASSED,0.14,2026-09-03T13:35:15.244203+00:00
4USBM372009,34,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,46.11,45.0,350.2,186.8,828.6,541.4,57.7,58.0,WF-800V-9822,PASSED,0.01,2026-09-03T13:35:18.244203+00:00
4USBM372009,34,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,57.46,65.0,351.5,183.3,760.2,567.2,65.2,64.0,WF-800V-9822,QUARANTINED_AT_STATION,0.81,2026-09-03T13:35:06.244203+00:00
4USBM372009,34,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.11,45.0,350.7,190.7,823.3,546.4,77.7,72.0,WF-800V-9822,PASSED,0.14,2026-09-03T13:34:51.244203+00:00
4USBM372009,34,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,44.67,45.0,355.9,182.4,847.0,534.7,64.3,66.0,WF-800V-9822,PASSED,0.05,2026-09-03T13:34:42.244203+00:00
4USBM372009,34,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.64,45.0,329.6,188.9,788.5,560.8,57.0,58.0,WF-800V-9822,PASSED,0.1,2026-09-03T13:35:10.244203+00:00
4USBM372009,34,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,46.35,45.0,328.1,183.6,810.9,556.3,53.5,52.0,WF-800V-9822,PASSED,0.06,2026-09-03T13:34:48.244203+00:00
4USBM372009,34,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,45.2,45.0,350.0,183.8,808.3,571.8,62.5,64.0,WF-800V-9822,PASSED,0.06,2026-09-03T13:35:04.244203+00:00
4USBM548885,35,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,46.41,45.0,338.4,184.2,818.8,567.5,50.9,52.0,WF-800V-9331,PASSED,0.05,2026-09-03T13:35:40.244203+00:00
4USBM548885,35,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.57,45.0,337.9,180.5,800.6,574.6,60.4,62.0,WF-800V-9331,PASSED,0.15,2026-09-03T13:35:41.244203+00:00
4USBM548885,35,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,62.98,65.0,328.9,185.8,802.7,529.8,77.0,74.0,WF-800V-9331,PASSED,0.07,2026-09-03T13:35:45.244203+00:00
4USBM548885,35,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,44.12,45.0,332.7,186.4,838.1,556.2,46.3,46.0,WF-800V-9331,PASSED,0.09,2026-09-03T13:35:41.244203+00:00
4USBM548885,35,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,44.48,45.0,343.3,184.7,841.7,523.2,41.0,44.0,WF-800V-9331,PASSED,0.14,2026-09-03T13:35:41.244203+00:00
4USBM548885,35,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,43.31,45.0,340.9,181.4,832.6,542.5,56.5,60.0,WF-800V-9331,PASSED,0.13,2026-09-03T13:35:38.244203+00:00
4USBM548885,35,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.97,45.0,352.3,183.0,809.8,547.2,55.2,54.0,WF-800V-9331,PASSED,0.1,2026-09-03T13:35:57.244203+00:00
4USBM548885,35,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.85,45.0,340.1,191.1,848.1,530.2,65.3,66.0,WF-800V-9331,PASSED,0.11,2026-09-03T13:35:57.244203+00:00
4USBM872425,36,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,43.85,45.0,0.0,184.4,810.4,999.0,45.0,48.0,N/A_ICE,PASSED,0.12,2026-09-03T13:36:39.244203+00:00
4USBM872425,36,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.98,45.0,0.0,182.9,794.0,999.0,57.6,54.0,N/A_ICE,PASSED,0.01,2026-09-03T13:36:42.244203+00:00
4USBM872425,36,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,62.53,65.0,0.0,179.7,821.4,999.0,30.4,32.0,N/A_ICE,PASSED,0.11,2026-09-03T13:36:36.244203+00:00
4USBM872425,36,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,42.35,45.0,0.0,186.3,812.7,999.0,67.7,68.0,N/A_ICE,PASSED,0.01,2026-09-03T13:36:57.244203+00:00
4USBM872425,36,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,47.21,45.0,0.0,186.5,820.2,999.0,58.4,62.0,N/A_ICE,PASSED,0.05,2026-09-03T13:36:47.244203+00:00
4USBM872425,36,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,42.07,45.0,0.0,187.7,855.7,999.0,53.0,56.0,N/A_ICE,PASSED,0.04,2026-09-03T13:36:32.244203+00:00
4USBM872425,36,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.51,45.0,0.0,180.3,821.7,999.0,50.7,52.0,N/A_ICE,PASSED,0.13,2026-09-03T13:36:44.244203+00:00
4USBM872425,36,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.46,45.0,0.0,178.9,802.4,999.0,60.2,58.0,N/A_ICE,PASSED,0.15,2026-09-03T13:37:08.244203+00:00
4USBM270039,37,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,45.65,45.0,352.1,184.2,796.9,532.4,46.3,50.0,WF-800V-9226,PASSED,0.1,2026-09-03T13:38:05.244203+00:00
4USBM270039,37,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.57,45.0,329.1,192.6,775.7,560.9,53.9,58.0,WF-800V-9226,PASSED,0.02,2026-09-03T13:37:46.244203+00:00
4USBM270039,37,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.62,65.0,343.3,184.8,791.2,547.9,64.7,64.0,WF-800V-9226,PASSED,0.14,2026-09-03T13:37:46.244203+00:00
4USBM270039,37,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,44.52,45.0,332.3,188.2,827.7,547.8,71.6,72.0,WF-800V-9226,PASSED,0.13,2026-09-03T13:37:56.244203+00:00
4USBM270039,37,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,44.73,45.0,338.3,189.1,807.3,549.9,62.9,66.0,WF-800V-9226,PASSED,0.08,2026-09-03T13:37:58.244203+00:00
4USBM270039,37,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.94,45.0,312.5,190.0,812.5,529.2,53.1,58.0,WF-800V-9226,PASSED,0.07,2026-09-03T13:38:05.244203+00:00
4USBM270039,37,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,46.31,45.0,360.8,185.2,819.2,567.2,51.8,52.0,WF-800V-9226,PASSED,0.11,2026-09-03T13:37:35.244203+00:00
4USBM270039,37,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,43.39,45.0,320.5,184.0,817.4,531.1,63.7,64.0,WF-800V-9226,PASSED,0.1,2026-09-03T13:37:31.244203+00:00
4USBM547887,38,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,45.47,45.0,321.5,188.4,819.4,563.1,50.1,52.0,WF-800V-9646,PASSED,0.03,2026-09-03T13:38:57.244203+00:00
4USBM547887,38,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,45.4,45.0,324.6,189.5,799.7,549.6,60.2,62.0,WF-800V-9646,PASSED,0.09,2026-09-03T13:38:33.244203+00:00
4USBM547887,38,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,77.48,65.0,349.6,186.5,855.9,535.6,74.7,74.0,WF-800V-9646,QUARANTINED_AT_STATION,0.91,2026-09-03T13:38:28.244203+00:00
4USBM547887,38,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,44.13,45.0,334.7,185.6,822.2,536.8,47.7,46.0,WF-800V-9646,PASSED,0.12,2026-09-03T13:38:54.244203+00:00
4USBM547887,38,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,44.55,45.0,337.5,186.0,831.7,530.7,40.3,44.0,WF-800V-9646,PASSED,0.03,2026-09-03T13:38:45.244203+00:00
4USBM547887,38,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.84,45.0,328.1,194.4,822.5,541.0,62.4,60.0,WF-800V-9646,PASSED,0.13,2026-09-03T13:38:59.244203+00:00
4USBM547887,38,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.78,45.0,347.5,177.3,807.9,544.1,54.2,54.0,WF-800V-9646,PASSED,0.05,2026-09-03T13:38:42.244203+00:00
4USBM547887,38,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,43.26,45.0,327.6,190.3,836.7,544.4,65.0,66.0,WF-800V-9646,PASSED,0.12,2026-09-03T13:38:51.244203+00:00
4USBM222729,39,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.54,45.0,341.1,190.3,831.7,570.1,50.4,50.0,WF-800V-9368,PASSED,0.04,2026-09-03T13:39:21.244203+00:00
4USBM222729,39,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,45.3,45.0,324.5,190.2,846.6,526.5,60.0,58.0,WF-800V-9368,PASSED,0.06,2026-09-03T13:39:22.244203+00:00
4USBM222729,39,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.51,65.0,338.5,190.1,802.6,537.6,64.1,64.0,WF-800V-9368,PASSED,0.09,2026-09-03T13:39:22.244203+00:00
4USBM222729,39,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.08,45.0,322.0,191.9,800.9,542.0,73.5,72.0,WF-800V-9368,PASSED,0.05,2026-09-03T13:39:30.244203+00:00
4USBM222729,39,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,46.81,45.0,337.5,179.0,785.0,545.8,67.7,66.0,WF-800V-9368,PASSED,0.02,2026-09-03T13:39:45.244203+00:00
4USBM222729,39,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.8,45.0,328.9,183.8,784.5,541.9,57.4,58.0,WF-800V-9368,PASSED,0.02,2026-09-03T13:39:39.244203+00:00
4USBM222729,39,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.25,45.0,342.4,188.0,826.7,530.8,53.1,52.0,WF-800V-9368,PASSED,0.09,2026-09-03T13:39:53.244203+00:00
4USBM222729,39,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,45.18,45.0,328.2,183.1,810.6,546.2,62.0,64.0,WF-800V-9368,PASSED,0.11,2026-09-03T13:39:36.244203+00:00
4USBM766993,40,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,47.4,45.0,355.4,175.6,859.9,573.8,52.9,50.0,WF-800V-8995,PASSED,0.14,2026-09-03T13:40:40.244203+00:00
4USBM766993,40,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.82,45.0,342.5,182.1,851.4,549.8,55.1,58.0,WF-800V-8995,PASSED,0.11,2026-09-03T13:40:14.244203+00:00
4USBM766993,40,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,67.53,65.0,366.1,185.4,793.4,562.4,67.3,64.0,WF-800V-8995,PASSED,0.03,2026-09-03T13:40:33.244203+00:00
4USBM766993,40,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,46.13,45.0,340.2,183.7,808.8,547.9,70.7,72.0,WF-800V-8995,PASSED,0.05,2026-09-03T13:40:31.244203+00:00
4USBM766993,40,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,44.98,45.0,346.8,192.0,836.0,558.6,61.1,66.0,WF-800V-8995,PASSED,0.03,2026-09-03T13:40:20.244203+00:00
